4.70348,2.19907,-0.739685,0.999938,0.0069937,0.00856451,-0.00106368
4.70348,2.19907,-0.739685,0.999938,0.0069937,0.00856451,-0.00106368
4.70348,2.19907,-0.739685,0.999938,0.0069937,0.00856451,-0.00106368
4.70348,2.19907,-0.739685,0.999938,0.0069937,0.00856451,-0.00106368
4.70348,2.19907,-0.739685,0.999938,0.0069937,0.00856451,-0.00106368
4.71512,1.85917,-0.728055,-0.644119,0.761095,-0.0352904,-0.0678182
4.7824,1.56789,-0.727183,-0.633239,-0.761216,-0.13965,0.00749389
4.88599,1.34691,-0.732304,0.702131,-0.661984,-0.0788952,0.250128
5.02625,1.17096,-0.744891,0.814791,0.482017,0.265865,0.181911
5.21312,1.05053,-0.784332,-0.227333,0.790994,0.4651,-0.326083
5.44679,0.956894,-0.824103,-0.850488,-0.203752,0.000829685,-0.484928
5.68439,0.873096,-0.837,-0.0832041,-0.867974,-0.486962,0.0506529
5.90045,0.814068,-0.844762,0.700295,-0.349149,-0.150396,0.604204
6.07209,0.80632,-0.836373,0.552283,0.247251,0.455132,0.653228
6.17162,0.805516,-0.831295,0.288019,0.537845,0.685214,0.397807
6.2121,0.817109,-0.830239,0.216737,0.565657,0.784548,0.132444
6.21391,0.818422,-0.830121,0.216984,0.564077,0.789313,0.10826
6.21311,0.81862,-0.830157,0.218761,0.563786,0.788914,0.109106
6.21232,0.818818,-0.830193,0.220538,0.563493,0.788511,0.109951
6.2119,0.818908,-0.8302,0.220624,0.563477,0.788494,0.109982
6.21117,0.819233,-0.830177,0.21995,0.563591,0.788649,0.109638
6.21044,0.819558,-0.830154,0.219239,0.563711,0.788811,0.109276
6.20969,0.819883,-0.830132,0.218489,0.563837,0.788982,0.108896
6.20891,0.820208,-0.830112,0.217696,0.56397,0.789161,0.108496
6.2081,0.820522,-0.830095,0.216856,0.564111,0.78935,0.108073
6.20727,0.820805,-0.83008,0.215966,0.564259,0.789549,0.107626
6.20648,0.821055,-0.830067,0.21502,0.564416,0.789759,0.107153
6.20576,0.821333,-0.830057,0.214021,0.564581,0.78998,0.106654
6.20512,0.821671,-0.830048,0.212971,0.564754,0.79021,0.106131
6.20453,0.822063,-0.83004,0.211876,0.564933,0.79045,0.105585
6.204,0.822505,-0.830032,0.210738,0.565119,0.790697,0.10502
6.20357,0.822984,-0.83003,0.209563,0.565309,0.79095,0.104435
6.20327,0.823417,-0.830037,0.208357,0.565504,0.791209,0.103836
6.20304,0.823748,-0.830051,0.20713,0.5657,0.79147,0.103225
6.20281,0.823991,-0.830071,0.205885,0.565898,0.791734,0.102606
6.20257,0.82417,-0.830099,0.204625,0.566098,0.791999,0.101979
6.2023,0.824314,-0.830132,0.203348,0.566298,0.792266,0.101343
6.20207,0.82449,-0.830162,0.202053,0.566501,0.792535,0.100698
6.20185,0.824672,-0.830189,0.200742,0.566704,0.792805,0.100045
6.20157,0.825008,-0.830231,0.199416,0.566908,0.793077,0.0993837
6.20113,0.825167,-0.830286,0.198073,0.567114,0.793351,0.0987129
6.20071,0.825351,-0.830346,0.196702,0.567322,0.793628,0.0980273
6.20031,0.825552,-0.830408,0.195306,0.567532,0.793908,0.0973275
6.2011,0.82576,-0.83066,0.190437,0.568064,0.79527,0.0926409
6.20068,0.825946,-0.830721,0.189061,0.568261,0.795538,0.091953
6.20028,0.826148,-0.830783,0.18766,0.56846,0.795808,0.0912512
6.20107,0.826356,-0.831035,0.182779,0.568959,0.797111,0.0865593
6.20065,0.826544,-0.831095,0.181398,0.569145,0.797368,0.0858695
6.20025,0.826746,-0.831157,0.179992,0.569332,0.797628,0.0851658
6.20104,0.826955,-0.831409,0.175099,0.569797,0.798872,0.0804688
6.20062,0.827143,-0.83147,0.173713,0.569972,0.799119,0.0797774
6.20023,0.827346,-0.831532,0.172303,0.570148,0.799369,0.079072
6.20102,0.827555,-0.831783,0.167398,0.570579,0.800554,0.0743699
6.2006,0.827745,-0.831844,0.166008,0.570742,0.800791,0.0736767
6.2002,0.827948,-0.831906,0.164594,0.570907,0.80103,0.0729697
6.20099,0.828158,-0.832064,0.159678,0.571304,0.802156,0.0682627
6.20056,0.82835,-0.832023,0.158283,0.571456,0.802383,0.0675679
6.20016,0.828555,-0.832034,0.156864,0.57161,0.802612,0.0668591
6.20094,0.828765,-0.83213,0.151938,0.571973,0.803679,0.0621497
6.20052,0.82896,-0.832052,0.150538,0.572114,0.803895,0.0614527
6.20012,0.829166,-0.832051,0.149114,0.572256,0.804114,0.0607418
6.2009,0.829376,-0.832143,0.144179,0.572585,0.805121,0.0560306
6.20048,0.829573,-0.832064,0.142774,0.572715,0.805327,0.0553317
6.20008,0.82978,-0.832062,0.141345,0.572845,0.805535,0.0546189
6.20086,0.829989,-0.832153,0.136402,0.57314,0.806483,0.0499058
6.20044,0.830187,-0.832074,0.134992,0.573259,0.806679,0.0492051
6.20121,0.830399,-0.832148,0.130036,0.573522,0.807581,0.0444646
6.20078,0.83058,-0.832055,0.128645,0.573629,0.807765,0.0437754
6.20037,0.83078,-0.832051,0.127229,0.573736,0.807951,0.0430717
6.20114,0.830991,-0.832145,0.122265,0.573965,0.808793,0.0383319
6.20071,0.831176,-0.832063,0.120868,0.574061,0.808967,0.0376401
6.2003,0.831378,-0.832062,0.119446,0.574157,0.809143,0.0369339
6.20108,0.831589,-0.832156,0.114474,0.574352,0.809925,0.0321953
6.20065,0.831777,-0.832075,0.113072,0.574436,0.81009,0.0315011
6.20025,0.83198,-0.832074,0.111644,0.574521,0.810255,0.0307927
6.20102,0.832191,-0.832167,0.106666,0.574682,0.810977,0.0260555
6.2006,0.832382,-0.832087,0.105258,0.574755,0.811131,0.0253592
6.2002,0.832586,-0.832085,0.103826,0.574828,0.811286,0.024649
6.20097,0.832797,-0.832178,0.0988408,0.574955,0.811949,0.0199128
6.20055,0.83299,-0.832099,0.0974288,0.575017,0.812093,0.0192147
6.20015,0.833196,-0.832097,0.0959917,0.575078,0.812237,0.0185026
6.20092,0.833406,-0.832189,0.0910012,0.575171,0.812839,0.013768
6.2005,0.833601,-0.83211,0.0895847,0.575221,0.812973,0.0130682
6.20011,0.833807,-0.832107,0.0881438,0.575271,0.813106,0.0123548
6.20088,0.834017,-0.832199,0.083148,0.575329,0.813649,0.00762171
6.20046,0.834214,-0.83212,0.0817278,0.575368,0.813771,0.00692075
6.20007,0.834422,-0.832118,0.0802831,0.575406,0.813894,0.00620602
6.20084,0.834631,-0.832209,0.075282,0.575431,0.814377,0.00147462
6.20042,0.834829,-0.832131,0.0738582,0.575458,0.814489,0.000772428
6.2012,0.835041,-0.832204,0.0688477,0.575451,0.814924,-0.00398325
6.20076,0.835223,-0.832112,0.0674444,0.575468,0.815026,-0.0046735
6.20035,0.835423,-0.832107,0.0660148,0.575483,0.815127,-0.00537813
